date,code_usine,code_produit,qte_produite,qte_rebut
2024-08-26,U04,P003,12623,296
2024-08-26,U04,P008,15111,207
2024-08-26,U04,P001,9936,258
2024-08-26,U05,P008,11588,359
2024-08-26,U05,P004,11681,192
2024-08-26,U05,P002,7507,231
2024-08-26,U05,P010,14762,315
2024-08-26,U05,P011,11067,394
2024-08-26,U05,P001,8466,280
2024-08-26,U06,P001,8974,192
2024-08-26,U06,P009,14589,261
2024-08-26,U06,P012,7479,72
2024-08-26,U06,P005,7121,126
2024-08-26,U06,P010,13316,295
2024-08-26,U06,P002,11067,129
2024-08-26,U07,P007,12080,469
2024-08-26,U07,P003,10376,397
2024-08-26,U07,P010,6632,135
2024-08-26,U07,P002,4697,88
2024-08-26,U08,P002,9030,377
2024-08-26,U08,P005,4498,140
2024-08-26,U08,P007,8646,251
2024-08-26,U08,P011,11505,435
2024-08-26,U08,P001,8180,137
2024-09-02,U01,P010,3637,142
2024-09-02,U01,P001,11683,186
2024-09-02,U01,P005,11707,358
2024-09-02,U01,P003,5144,222
2024-09-02,U02,P002,12308,235
2024-09-02,U02,P005,9626,343
2024-09-02,U02,P001,6328,236
2024-09-02,U02,P009,9781,112
2024-09-02,U02,P007,8479,188
2024-09-02,U02,P003,9045,280
2024-09-02,U02,P006,5519,244
2024-09-02,U03,P012,13367,373
2024-09-02,U03,P010,10865,432
2024-09-02,U03,P004,11337,261
2024-09-02,U03,P005,11600,478
2024-09-02,U04,P010,14301,310
2024-09-02,U04,P008,11217,169
2024-09-02,U04,P012,7365,84
2024-09-02,U04,P005,8687,347
2024-09-02,U05,P007,6764,279
2024-09-02,U05,P009,7291,96
2024-09-02,U05,P005,8507,219
2024-09-02,U05,P011,10848,137
2024-09-02,U05,P001,11515,510
2024-09-02,U05,P010,9078,224
2024-09-02,U05,P002,9970,339
2024-09-02,U06,P004,8506,334
2024-09-02,U06,P005,7258,191
2024-09-02,U06,P006,7764,134
2024-09-02,U06,P002,7102,69
2024-09-02,U06,P008,6341,89
2024-09-02,U06,P009,12365,547
2024-09-02,U06,P011,7142,231
2024-09-02,U07,P001,6125,144
2024-09-02,U07,P011,7783,163
2024-09-02,U07,P005,3352,108
2024-09-02,U07,P012,12784,276
2024-09-02,U08,P012,940,16
2024-09-02,U08,P010,9495,389
2024-09-02,U08,P006,6724,215
2024-09-02,U08,P011,7374,308
2024-09-02,U08,P009,6735,105
2024-09-09,U01,P003,4650,177
2024-09-09,U01,P010,13485,197
2024-09-09,U01,P009,8312,279
2024-09-09,U01,P005,8868,163
2024-09-09,U01,P011,13177,589
2024-09-09,U01,P006,7925,290
2024-09-09,U01,P012,11083,417
2024-09-09,U02,P011,6141,74
2024-09-09,U02,P001,11571,225
2024-09-09,U02,P004,7511,103
2024-09-09,U02,P009,10143,309
2024-09-09,U02,P012,7860,141
2024-09-09,U02,P005,10238,85
2024-09-09,U02,P003,4251,149
2024-09-09,U03,P008,6453,134
2024-09-09,U03,P007,6082,263
2024-09-09,U03,P006,10053,383
2024-09-09,U03,P010,14852,359
2024-09-09,U04,P002,10589,362
2024-09-09,U04,P004,9070,302
2024-09-09,U04,P012,6077,248
2024-09-09,U04,P010,7525,111
2024-09-09,U04,P006,10163,217
2024-09-09,U04,P009,7734,193
2024-09-09,U05,P007,11242,187
2024-09-09,U05,P003,12581,540
2024-09-09,U05,P006,7172,236
2024-09-09,U05,P005,2564,71
2024-09-09,U05,P009,5247,66
2024-09-09,U05,P002,10250,135
2024-09-09,U06,P007,9302,115
2024-09-09,U06,P009,6261,243
2024-09-09,U06,P005,10113,440
2024-09-09,U06,P001,10413,122
2024-09-09,U06,P012,5236,190
2024-09-09,U07,P008,6406,96
2024-09-09,U07,P011,10968,488
2024-09-09,U07,P010,12089,470
2024-09-09,U07,P004,16867,547
2024-09-09,U07,P007,10587,425
2024-09-09,U07,P009,4997,48
2024-09-09,U08,P012,8599,118
2024-09-09,U08,P005,9758,191
2024-09-09,U08,P008,9974,120
2024-09-09,U08,P004,15935,193
2024-09-09,U08,P010,3936,136
2024-09-09,U08,P001,6043,164
2024-09-16,U01,P008,8369,126
2024-09-16,U01,P011,6222,194
2024-09-16,U01,P001,6064,204
2024-09-16,U01,P007,7687,112
2024-09-16,U01,P002,5625,138
2024-09-16,U02,P011,3892,110
2024-09-16,U02,P005,6185,264
2024-09-16,U02,P006,13761,281
2024-09-16,U02,P010,6257,281
2024-09-16,U02,P008,6976,200
2024-09-16,U02,P003,6983,177
2024-09-16,U03,P006,10643,467
2024-09-16,U03,P010,5127,193
2024-09-16,U03,P012,9756,114
2024-09-16,U03,P004,5804,161
2024-09-16,U04,P005,13079,317
2024-09-16,U04,P003,3738,142
2024-09-16,U04,P006,5376,63
2024-09-16,U04,P001,7554,297
2024-09-16,U04,P002,10660,260
2024-09-16,U04,P012,6690,135
2024-09-16,U05,P011,12611,554
2024-09-16,U05,P010,7709,144
2024-09-16,U05,P009,4680,161
2024-09-16,U05,P004,3048,100
2024-09-16,U05,P012,8489,234
2024-09-16,U06,P003,5972,214
2024-09-16,U06,P005,11072,477
2024-09-16,U06,P001,10468,324
2024-09-16,U06,P008,7248,115
2024-09-16,U07,P001,5983,251
2024-09-16,U07,P005,10386,307
2024-09-16,U07,P009,5015,93
2024-09-16,U07,P003,13361,434
2024-09-16,U07,P011,11193,217
2024-09-16,U07,P012,9268,185
2024-09-16,U08,P012,1469,30
2024-09-16,U08,P002,1855,16
2024-09-16,U08,P007,3873,49
2024-09-16,U08,P001,8730,240
2024-09-16,U08,P006,10854,453
2024-09-23,U01,P011,12444,537
2024-09-23,U01,P007,4731,145
2024-09-23,U01,P012,12451,339
2024-09-23,U01,P005,11073,89
2024-09-23,U01,P010,11629,136
2024-09-23,U02,P005,9382,121
2024-09-23,U02,P011,9427,318
2024-09-23,U02,P002,11550,191
2024-09-23,U02,P003,4147,36
2024-09-23,U03,P002,7813,258
2024-09-23,U03,P003,15247,529
2024-09-23,U03,P007,8078,275
2024-09-23,U03,P008,5804,138
2024-09-23,U04,P010,8554,347
2024-09-23,U04,P002,12288,415
2024-09-23,U04,P004,12065,299
2024-09-23,U04,P009,11064,492
2024-09-23,U04,P003,4028,91
2024-09-23,U05,P004,8613,296
2024-09-23,U05,P003,14484,167
2024-09-23,U05,P008,5924,202
2024-09-23,U05,P009,8487,240
2024-09-23,U05,P007,6863,303
2024-09-23,U05,P010,6124,90
2024-09-23,U06,P007,8248,243
2024-09-23,U06,P004,12124,103
2024-09-23,U06,P009,8838,179
2024-09-23,U06,P010,8301,205
2024-09-23,U07,P010,10991,155
2024-09-23,U07,P002,18614,273
2024-09-23,U07,P006,5224,151
2024-09-23,U07,P009,9677,162
2024-09-23,U07,P005,4531,180
2024-09-23,U07,P012,12592,216
2024-09-23,U08,P005,9090,203
2024-09-23,U08,P003,11994,254
2024-09-23,U08,P009,6444,127
2024-09-23,U08,P007,13256,556
2024-09-30,U01,P011,10032,193
2024-09-30,U01,P001,5894,174
2024-09-30,U01,P007,13159,159
2024-09-30,U01,P003,4177,80
2024-09-30,U01,P009,10120,442
2024-09-30,U01,P002,7476,88
2024-09-30,U02,P004,7571,326
2024-09-30,U02,P005,7791,210
2024-09-30,U02,P002,8798,126
2024-09-30,U02,P003,6471,204
2024-09-30,U03,P001,11871,211
2024-09-30,U03,P005,12935,492
2024-09-30,U03,P006,3473,36
2024-09-30,U03,P002,7291,246
2024-09-30,U03,P003,13074,546
2024-09-30,U04,P006,5059,205
2024-09-30,U04,P001,7954,304
2024-09-30,U04,P005,8726,252
2024-09-30,U04,P004,7548,143
2024-09-30,U04,P007,7786,244
2024-09-30,U04,P010,13896,206
2024-09-30,U05,P009,4802,176
2024-09-30,U05,P003,18303,583
2024-09-30,U05,P001,9764,186
2024-09-30,U05,P008,9978,228
2024-09-30,U05,P010,14700,291
2024-09-30,U05,P012,11479,293
2024-09-30,U05,P004,7467,180
2024-09-30,U06,P010,6990,292
2024-09-30,U06,P012,11178,286
2024-09-30,U06,P007,7568,194
2024-09-30,U06,P004,7475,87
2024-09-30,U07,P010,11651,163
2024-09-30,U07,P002,7193,225
2024-09-30,U07,P005,12452,258
2024-09-30,U07,P008,5225,143
2024-09-30,U08,P012,11149,492
2024-09-30,U08,P009,8083,261
2024-09-30,U08,P002,7803,78
2024-09-30,U08,P004,7120,137
2024-10-07,U01,P003,10570,110
2024-10-07,U01,P007,7193,91
2024-10-07,U01,P008,10413,315
2024-10-07,U01,P006,11482,118
2024-10-07,U01,P002,5065,123
2024-10-07,U01,P009,2785,36
2024-10-07,U01,P011,10134,115
2024-10-07,U02,P008,6925,225
2024-10-07,U02,P004,3974,35
2024-10-07,U02,P007,6905,251
2024-10-07,U02,P010,8490,335
2024-10-07,U03,P004,9862,201
2024-10-07,U03,P003,6595,81
2024-10-07,U03,P009,8064,323
2024-10-07,U03,P001,9923,118
2024-10-07,U03,P010,11143,116
2024-10-07,U04,P009,4203,71
2024-10-07,U04,P003,5848,175
2024-10-07,U04,P010,10253,216
2024-10-07,U04,P011,8807,135
2024-10-07,U05,P005,8622,217
2024-10-07,U05,P001,5826,93
2024-10-07,U05,P002,7093,113
2024-10-07,U05,P011,7495,177
2024-10-07,U05,P010,8446,322
2024-10-07,U05,P009,10016,434
2024-10-07,U05,P003,10887,420
2024-10-07,U06,P003,5853,158
2024-10-07,U06,P007,9434,186
2024-10-07,U06,P005,3688,104
2024-10-07,U06,P009,9499,179
2024-10-07,U06,P011,6761,271
2024-10-07,U06,P001,9474,144
2024-10-07,U06,P010,9715,246
2024-10-07,U07,P005,4470,147
2024-10-07,U07,P012,1166,35
2024-10-07,U07,P004,9858,102
2024-10-07,U07,P003,11109,337
2024-10-07,U07,P011,8367,309
2024-10-07,U07,P007,5909,149
2024-10-07,U08,P009,11601,182
2024-10-07,U08,P007,10439,413
2024-10-07,U08,P008,9596,252
2024-10-07,U08,P003,13530,546
2024-10-07,U08,P010,7459,147
2024-10-07,U08,P011,9102,142
2024-10-14,U01,P008,8041,84
2024-10-14,U01,P011,6088,63
2024-10-14,U01,P007,11138,384
2024-10-14,U01,P004,10066,210
2024-10-14,U01,P002,9651,267
2024-10-14,U02,P010,7164,159
2024-10-14,U02,P007,8122,274
2024-10-14,U02,P005,9222,347
2024-10-14,U02,P008,8665,99
2024-10-14,U02,P009,4928,52
2024-10-14,U02,P003,13669,551
2024-10-14,U02,P002,7655,242
2024-10-14,U03,P005,5296,78
2024-10-14,U03,P001,12426,204
2024-10-14,U03,P011,3381,117
2024-10-14,U03,P004,8396,109
2024-10-14,U03,P009,3985,126
2024-10-14,U04,P011,8170,328
2024-10-14,U04,P001,9873,243
2024-10-14,U04,P003,7014,150
2024-10-14,U04,P002,5855,240
2024-10-14,U04,P010,8578,334
2024-10-14,U04,P009,6816,127
2024-10-14,U04,P008,6388,95
2024-10-14,U05,P010,3804,130
2024-10-14,U05,P009,9987,279
2024-10-14,U05,P004,7644,157
2024-10-14,U05,P001,2565,29
2024-10-14,U06,P002,11455,490
2024-10-14,U06,P001,11928,493
2024-10-14,U06,P004,10698,385
2024-10-14,U06,P006,6187,202
2024-10-14,U06,P007,7248,187
2024-10-14,U07,P010,4866,84
2024-10-14,U07,P009,5709,174
2024-10-14,U07,P006,8481,156
2024-10-14,U07,P004,11700,342
2024-10-14,U07,P012,10590,306
2024-10-14,U07,P011,8921,320
2024-10-14,U07,P007,5026,178
2024-10-14,U08,P001,11013,274
2024-10-14,U08,P012,9092,242
2024-10-14,U08,P003,5862,246
2024-10-14,U08,P007,8359,173
2024-10-14,U08,P008,11840,415
2024-10-21,U01,P012,9881,88
2024-10-21,U01,P009,7717,212
2024-10-21,U01,P005,14987,483
2024-10-21,U01,P002,6255,81
2024-10-21,U01,P011,6115,133
2024-10-21,U02,P005,8595,184
2024-10-21,U02,P008,7845,66
2024-10-21,U02,P011,6826,112
2024-10-21,U02,P009,11660,463
2024-10-21,U03,P003,5414,43
2024-10-21,U03,P006,5250,216
2024-10-21,U03,P011,5675,176
2024-10-21,U03,P012,12973,397
2024-10-21,U04,P002,7551,251
2024-10-21,U04,P008,7358,153
2024-10-21,U04,P009,10104,257
2024-10-21,U04,P001,13674,182
2024-10-21,U05,P007,8420,144
2024-10-21,U05,P001,9788,425
2024-10-21,U05,P004,10658,454
2024-10-21,U05,P003,7697,84
2024-10-21,U05,P008,7217,292
2024-10-21,U05,P009,6806,211
2024-10-21,U05,P011,6717,128
2024-10-21,U06,P005,2127,74
2024-10-21,U06,P007,12634,476
2024-10-21,U06,P002,9872,216
2024-10-21,U06,P008,5617,139
2024-10-21,U07,P002,8050,171
2024-10-21,U07,P006,5994,149
2024-10-21,U07,P010,9559,156
2024-10-21,U07,P005,6147,100
2024-10-21,U07,P009,4757,55
2024-10-21,U08,P009,1725,56
2024-10-21,U08,P012,7934,175
2024-10-21,U08,P007,7128,289
2024-10-21,U08,P004,5006,158
2024-10-28,U01,P003,9297,406
2024-10-28,U01,P009,6551,69
2024-10-28,U01,P010,7752,327
2024-10-28,U01,P012,7640,243
2024-10-28,U02,P007,6353,157
2024-10-28,U02,P004,7515,315
2024-10-28,U02,P011,8308,230
2024-10-28,U02,P003,11631,360
2024-10-28,U02,P009,3682,45
2024-10-28,U02,P002,3964,166
2024-10-28,U02,P012,6966,195
2024-10-28,U03,P002,6069,207
2024-10-28,U03,P012,9210,126
2024-10-28,U03,P004,4916,68
2024-10-28,U03,P001,9722,169
2024-10-28,U03,P007,11061,455
2024-10-28,U04,P004,6509,115
2024-10-28,U04,P012,8800,264
2024-10-28,U04,P002,8158,311
2024-10-28,U04,P010,8137,134
2024-10-28,U04,P001,12171,112
2024-10-28,U04,P005,13274,310
2024-10-28,U05,P005,9049,188
2024-10-28,U05,P010,3976,121
2024-10-28,U05,P003,3546,34
2024-10-28,U05,P008,7496,206
2024-10-28,U05,P012,5387,194
2024-10-28,U06,P005,7201,233
2024-10-28,U06,P007,7100,311
2024-10-28,U06,P004,7106,281
2024-10-28,U06,P006,10557,462
2024-10-28,U06,P003,7075,201
2024-10-28,U07,P002,6241,162
2024-10-28,U07,P008,11360,400
2024-10-28,U07,P006,8535,106
2024-10-28,U07,P010,4705,89
2024-10-28,U07,P012,7352,136
2024-10-28,U07,P007,8241,202
2024-10-28,U07,P011,6770,232
2024-10-28,U08,P009,3758,93
2024-10-28,U08,P005,9837,176
2024-10-28,U08,P006,9632,360
2024-10-28,U08,P012,6054,64
2024-10-28,U08,P003,6301,163
2024-10-28,U08,P010,10631,326
2024-11-04,U01,P003,12917,546
2024-11-04,U01,P004,13192,421
2024-11-04,U01,P001,11816,107
2024-11-04,U01,P009,10316,324
2024-11-04,U02,P010,15017,239
2024-11-04,U02,P008,6674,233
2024-11-04,U02,P003,11578,258
2024-11-04,U02,P006,11056,198
2024-11-04,U03,P002,10984,272
2024-11-04,U03,P010,7587,340
2024-11-04,U03,P008,11761,392
2024-11-04,U03,P009,6216,164
2024-11-04,U03,P012,11494,479
2024-11-04,U03,P003,12994,217
2024-11-04,U03,P011,11613,432
2024-11-04,U04,P006,10848,333
2024-11-04,U04,P003,2878,67
2024-11-04,U04,P007,9035,95
2024-11-04,U04,P004,15265,420
2024-11-04,U04,P002,10890,316
2024-11-04,U04,P001,2146,47
2024-11-04,U05,P007,12815,471
2024-11-04,U05,P003,13631,356
2024-11-04,U05,P010,6998,91
2024-11-04,U05,P011,8349,348
2024-11-04,U05,P002,8523,259
2024-11-04,U06,P008,10777,349
2024-11-04,U06,P001,14586,610
2024-11-04,U06,P005,15375,234
2024-11-04,U06,P009,8220,206
2024-11-04,U06,P006,9796,213
2024-11-04,U07,P008,9891,314
2024-11-04,U07,P003,11237,438
2024-11-04,U07,P005,6870,308
2024-11-04,U07,P002,11069,379
2024-11-04,U07,P012,6903,247
2024-11-04,U07,P009,7902,316
2024-11-04,U08,P005,4676,111
2024-11-04,U08,P001,7850,77
2024-11-04,U08,P002,11648,250
2024-11-04,U08,P012,10699,219
2024-11-04,U08,P006,4696,188
2024-11-04,U08,P003,13028,306
2024-11-04,U08,P011,6162,86
2024-11-11,U01,P003,12909,252
2024-11-11,U01,P006,9719,208
2024-11-11,U01,P009,9974,213
2024-11-11,U01,P008,2596,47
2024-11-11,U01,P004,4233,110
2024-11-11,U01,P001,12606,231
2024-11-11,U01,P011,7413,296
2024-11-11,U02,P008,5772,176
2024-11-11,U02,P007,9213,259
2024-11-11,U02,P012,7197,179
2024-11-11,U02,P002,8682,328
2024-11-11,U02,P005,10018,437
2024-11-11,U02,P001,10024,418
2024-11-11,U02,P011,18946,208
2024-11-11,U03,P007,5190,114
2024-11-11,U03,P009,14046,556
2024-11-11,U03,P010,8743,305
2024-11-11,U03,P011,11909,106
2024-11-11,U04,P001,10694,400
2024-11-11,U04,P007,11189,95
2024-11-11,U04,P005,3202,139
2024-11-11,U04,P002,7351,120
2024-11-11,U04,P004,10214,381
2024-11-11,U05,P010,7552,206
2024-11-11,U05,P006,9723,184
2024-11-11,U05,P002,10928,254
2024-11-11,U05,P008,10600,168
2024-11-11,U05,P003,12498,540
2024-11-11,U05,P007,8395,289
2024-11-11,U06,P003,3774,166
2024-11-11,U06,P012,12006,210
2024-11-11,U06,P005,6856,90
2024-11-11,U06,P007,16623,143
2024-11-11,U06,P001,7351,227
2024-11-11,U07,P009,11724,526
2024-11-11,U07,P012,10667,238
2024-11-11,U07,P003,9675,253
2024-11-11,U07,P001,7661,266
2024-11-11,U08,P004,10380,85
2024-11-11,U08,P006,9699,346
2024-11-11,U08,P007,10459,122
2024-11-11,U08,P012,11097,371
2024-11-11,U08,P002,6211,203
2024-11-11,U08,P008,13495,282
2024-11-11,U08,P005,7548,171
2024-11-18,U01,P007,9703,298
2024-11-18,U01,P006,5930,85
2024-11-18,U01,P010,10082,409
2024-11-18,U01,P005,12469,452
2024-11-18,U01,P004,11200,300
2024-11-18,U01,P008,15028,145
2024-11-18,U01,P001,7328,67
2024-11-18,U02,P012,13274,263
2024-11-18,U02,P008,9341,149
2024-11-18,U02,P010,5728,102
2024-11-18,U02,P001,12853,437
2024-11-18,U02,P007,7070,117
2024-11-18,U02,P005,14073,461
2024-11-18,U03,P012,10019,195
2024-11-18,U03,P009,7071,103
2024-11-18,U03,P003,11301,486
2024-11-18,U03,P011,8411,239
2024-11-18,U03,P001,10759,370
2024-11-18,U03,P010,11887,351
2024-11-18,U04,P007,15520,606
2024-11-18,U04,P001,8132,242
2024-11-18,U04,P008,12429,387
2024-11-18,U04,P006,13270,465
2024-11-18,U04,P011,12731,316
2024-11-18,U04,P003,12169,189
2024-11-18,U05,P010,11291,139
2024-11-18,U05,P004,8332,81
2024-11-18,U05,P001,9416,381
2024-11-18,U05,P006,6136,153
2024-11-18,U05,P009,13345,410
2024-11-18,U05,P011,6947,169
2024-11-18,U06,P002,3598,70
2024-11-18,U06,P009,11999,451
2024-11-18,U06,P007,5274,227
2024-11-18,U06,P004,7870,277
2024-11-18,U06,P011,8001,182
2024-11-18,U07,P004,7367,118
2024-11-18,U07,P011,9134,312
2024-11-18,U07,P012,7114,294
2024-11-18,U07,P006,8499,337
2024-11-18,U07,P008,4305,184
2024-11-18,U07,P002,11457,159
2024-11-18,U08,P002,9122,329
2024-11-18,U08,P010,6721,110
2024-11-18,U08,P011,12143,148
2024-11-18,U08,P003,8696,334
2024-11-25,U01,P001,6828,257
2024-11-25,U01,P012,9389,200
2024-11-25,U01,P010,3619,98
2024-11-25,U01,P008,3834,143
2024-11-25,U01,P005,6257,122
2024-11-25,U01,P006,10443,265
2024-11-25,U02,P001,8988,167
2024-11-25,U02,P004,8780,333
2024-11-25,U02,P010,12379,423
2024-11-25,U02,P012,11782,162
2024-11-25,U03,P002,5783,197
2024-11-25,U03,P004,9029,297
2024-11-25,U03,P010,4961,52
2024-11-25,U03,P012,13534,273
2024-11-25,U03,P007,12587,464
2024-11-25,U04,P010,5366,140
2024-11-25,U04,P006,11254,449
2024-11-25,U04,P005,11287,401
2024-11-25,U04,P012,15381,570
2024-11-25,U04,P009,7593,289
2024-11-25,U05,P012,7453,249
2024-11-25,U05,P006,9085,343
2024-11-25,U05,P004,4094,119
2024-11-25,U05,P003,8599,243
2024-11-25,U05,P010,9256,311
2024-11-25,U05,P009,8536,346
2024-11-25,U06,P011,10470,413
2024-11-25,U06,P001,8253,111
2024-11-25,U06,P002,12462,536
2024-11-25,U06,P008,12671,198
2024-11-25,U06,P006,11161,300
2024-11-25,U06,P010,11300,337
2024-11-25,U07,P002,8401,315
2024-11-25,U07,P010,16639,216
2024-11-25,U07,P005,7847,190
2024-11-25,U07,P009,2621,53
2024-11-25,U08,P006,12466,257
2024-11-25,U08,P002,13515,188
2024-11-25,U08,P008,9281,417
2024-11-25,U08,P004,11205,454
2024-11-25,U08,P012,6261,82
2024-12-02,U01,P011,5965,121
2024-12-02,U01,P009,7334,305
2024-12-02,U01,P004,6464,186
2024-12-02,U01,P002,10985,90
2024-12-02,U02,P006,11643,462
2024-12-02,U02,P010,9956,116
2024-12-02,U02,P002,10336,365
2024-12-02,U02,P003,10035,161
2024-12-02,U03,P006,9175,355
2024-12-02,U03,P003,6863,69
2024-12-02,U03,P009,6551,158
2024-12-02,U03,P012,4099,179
2024-12-02,U03,P007,9322,388
2024-12-02,U03,P008,7095,115
2024-12-02,U04,P001,7240,166
2024-12-02,U04,P008,9538,387
2024-12-02,U04,P005,7805,191
2024-12-02,U04,P011,6089,194
2024-12-02,U04,P007,3072,61
2024-12-02,U04,P009,3226,142
2024-12-02,U04,P006,12220,134
2024-12-02,U05,P001,9120,238
2024-12-02,U05,P008,11051,168
2024-12-02,U05,P004,3229,118
2024-12-02,U05,P005,7220,256
2024-12-02,U05,P009,6871,161
2024-12-02,U05,P011,8830,127
2024-12-02,U05,P012,7060,166
2024-12-02,U06,P012,8295,310
2024-12-02,U06,P003,10869,401
2024-12-02,U06,P004,8402,180
2024-12-02,U06,P001,12836,137
2024-12-02,U06,P009,5910,255
2024-12-02,U06,P005,8787,144
2024-12-02,U06,P011,6232,262
2024-12-02,U07,P005,4418,196
2024-12-02,U07,P012,8289,82
2024-12-02,U07,P006,11148,139
2024-12-02,U07,P001,12956,528
2024-12-02,U07,P007,8588,257
2024-12-02,U08,P005,6878,303
2024-12-02,U08,P001,8729,156
2024-12-02,U08,P011,7675,220
2024-12-02,U08,P009,7260,198
2024-12-02,U08,P006,14860,129
2024-12-02,U08,P008,11372,102
2024-12-09,U01,P005,9364,169
2024-12-09,U01,P004,6546,161
2024-12-09,U01,P006,8622,220
2024-12-09,U01,P011,5029,211
2024-12-09,U01,P001,10350,342
2024-12-09,U02,P012,8454,232
2024-12-09,U02,P009,8841,254
2024-12-09,U02,P007,8835,182
2024-12-09,U02,P003,5482,57
2024-12-09,U03,P002,9294,352
2024-12-09,U03,P010,11822,176
2024-12-09,U03,P009,7936,234
2024-12-09,U03,P001,10733,295
2024-12-09,U03,P006,14445,389
2024-12-09,U03,P011,8000,302
2024-12-09,U04,P004,9589,217
2024-12-09,U04,P007,11016,309
2024-12-09,U04,P003,6170,216
2024-12-09,U04,P002,13129,527
2024-12-09,U04,P009,12574,107
2024-12-09,U05,P004,9423,342
2024-12-09,U05,P002,11447,498
2024-12-09,U05,P008,11034,308
2024-12-09,U05,P006,12383,316
2024-12-09,U06,P004,4764,196
2024-12-09,U06,P010,5699,252
2024-12-09,U06,P002,9314,409
2024-12-09,U06,P006,1138,16
2024-12-09,U06,P003,10701,448
2024-12-09,U06,P012,8692,325
2024-12-09,U07,P001,12601,501
2024-12-09,U07,P010,7845,325
2024-12-09,U07,P012,8825,247
2024-12-09,U07,P011,10691,242
2024-12-09,U07,P007,9997,349
2024-12-09,U07,P009,8180,106
2024-12-09,U08,P003,7784,70
2024-12-09,U08,P009,6679,275
2024-12-09,U08,P011,12805,511
2024-12-09,U08,P001,13202,460
2024-12-09,U08,P005,5353,126
2024-12-16,U01,P003,16295,508
2024-12-16,U01,P005,13130,219
2024-12-16,U01,P009,12032,287
2024-12-16,U01,P007,10350,116
2024-12-16,U01,P001,8251,98
2024-12-16,U01,P006,4001,151
2024-12-16,U02,P003,8111,158
2024-12-16,U02,P001,14866,495
2024-12-16,U02,P006,11483,144
2024-12-16,U02,P008,9436,402
2024-12-16,U03,P011,8545,337
2024-12-16,U03,P005,4392,99
2024-12-16,U03,P009,6856,270
2024-12-16,U03,P001,3939,154
2024-12-16,U03,P004,4209,148
2024-12-16,U03,P002,11180,391
2024-12-16,U04,P007,9281,198
2024-12-16,U04,P003,4102,46
2024-12-16,U04,P008,8069,111
2024-12-16,U04,P005,12763,571
2024-12-16,U04,P004,4692,138
2024-12-16,U04,P001,4562,139
2024-12-16,U05,P002,11991,500
2024-12-16,U05,P001,9168,102
2024-12-16,U05,P003,7937,325
2024-12-16,U05,P006,9443,88
2024-12-16,U06,P011,10390,103
2024-12-16,U06,P010,10672,425
2024-12-16,U06,P005,10381,180
2024-12-16,U06,P006,8069,88
2024-12-16,U06,P004,10801,217
2024-12-16,U06,P003,6451,135
2024-12-16,U07,P011,11934,398
2024-12-16,U07,P010,5557,154
2024-12-16,U07,P002,4264,163
2024-12-16,U07,P003,14653,383
2024-12-16,U08,P012,9285,105
2024-12-16,U08,P003,8314,66
2024-12-16,U08,P001,7496,181
2024-12-16,U08,P002,9603,249
2024-12-23,U01,P008,12897,128
2024-12-23,U01,P004,14597,173
2024-12-23,U01,P005,13120,555
2024-12-23,U01,P002,11219,121
2024-12-23,U01,P009,6117,220
2024-12-23,U02,P010,10932,411
2024-12-23,U02,P007,11596,514
2024-12-23,U02,P012,9286,145
2024-12-23,U02,P003,7430,90
2024-12-23,U03,P012,5794,107
2024-12-23,U03,P006,9161,293
2024-12-23,U03,P007,8315,255
2024-12-23,U03,P002,10170,396
2024-12-23,U03,P001,2364,71
2024-12-23,U03,P010,11310,275
2024-12-23,U03,P011,9674,85
2024-12-23,U04,P007,10412,194
2024-12-23,U04,P010,11561,454
2024-12-23,U04,P002,13117,162
2024-12-23,U04,P005,17393,628
2024-12-23,U05,P011,8384,153
2024-12-23,U05,P006,11020,260
2024-12-23,U05,P010,5857,160
2024-12-23,U05,P004,3701,93
2024-12-23,U05,P009,5538,203
2024-12-23,U05,P002,8445,278
2024-12-23,U06,P005,12695,140
2024-12-23,U06,P011,9433,272
2024-12-23,U06,P009,12080,135
2024-12-23,U06,P010,3654,102
2024-12-23,U06,P001,11274,485
2024-12-23,U06,P007,11489,111
2024-12-23,U07,P005,10322,250
2024-12-23,U07,P007,7415,195
2024-12-23,U07,P008,7359,181
2024-12-23,U07,P011,17713,269
2024-12-23,U08,P008,8371,323
2024-12-23,U08,P012,5044,49
2024-12-23,U08,P010,9696,117
2024-12-23,U08,P002,4734,87
2024-12-23,U08,P003,5798,182
2024-12-23,U08,P005,12907,457
2024-12-23,U08,P009,8299,274
2024-12-30,U01,P011,15543,196
2024-12-30,U01,P012,14254,531
2024-12-30,U01,P001,7749,179
2024-12-30,U01,P005,11270,314
2024-12-30,U01,P009,11092,186
2024-12-30,U02,P012,6985,237
2024-12-30,U02,P003,10033,379
2024-12-30,U02,P002,14158,196
2024-12-30,U02,P007,4933,175
2024-12-30,U02,P005,8251,108
2024-12-30,U03,P007,9770,323
2024-12-30,U03,P012,7339,149
2024-12-30,U03,P010,112,1
2024-12-30,U03,P001,10719,385
2024-12-30,U03,P008,9419,230
2024-12-30,U03,P005,8436,339
2024-12-30,U04,P005,5049,216
2024-12-30,U04,P010,9526,246
2024-12-30,U04,P009,10799,366
2024-12-30,U04,P002,9074,256
2024-12-30,U04,P001,5946,118
2024-12-30,U04,P012,7244,97
2024-12-30,U05,P010,11188,480
2024-12-30,U05,P001,8586,278
2024-12-30,U05,P008,6647,98
