date,code_produit,code_usine,canal,quantite,CA,cout
2024-12-18,P002,U03,Export,229,944.36,727.66
2024-12-18,P009,U01,Export,378,1726.54,1128.3
2024-12-18,P002,U02,RHF,177,724.97,580.55
2024-12-18,P009,U02,RHF,123,563.69,385.7
2024-12-18,P012,U01,GMS,203,888.94,679.79
2024-12-18,P012,U07,Export,84,406.31,302.05
2024-12-18,P011,U01,GMS,157,374.63,275.04
2024-12-18,P010,U03,RHF,268,837.1,549.98
2024-12-18,P003,U05,RHF,231,1788.69,1327.53
2024-12-18,P011,U05,RHF,148,365.14,261.62
2024-12-18,P004,U05,GMS,129,789.91,621.84
2024-12-18,P007,U06,GMS,5,61.63,44.64
2024-12-18,P001,U04,GMS,156,991.47,839.43
2024-12-18,P004,U08,RHF,213,1365.21,981.36
2024-12-18,P010,U02,RHF,156,482.31,319.1
2024-12-18,P003,U04,GMS,248,1731.19,1357.57
2024-12-18,P009,U03,Export,146,656.8,428.68
2024-12-19,P010,U03,Industrie,169,483.73,344.34
2024-12-19,P001,U07,RHF,130,864.78,725.38
2024-12-19,P006,U03,RHF,228,1301.11,951.09
2024-12-19,P007,U07,GMS,196,2384.81,1815.52
2024-12-19,P005,U06,Export,190,1011.8,671.15
2024-12-19,P001,U08,Industrie,174,1141.04,972.93
2024-12-19,P007,U05,GMS,181,2239.54,1715.62
2024-12-19,P010,U06,GMS,125,371.53,275.75
2024-12-19,P003,U08,Industrie,106,795.49,624.17
2024-12-19,P008,U02,Export,210,777.71,528.82
2024-12-19,P003,U07,RHF,172,1331.19,956.8
2024-12-19,P012,U04,GMS,78,337.94,272.76
2024-12-19,P008,U07,GMS,166,574.01,419.14
2024-12-19,P005,U05,GMS,259,1273.4,916.33
2024-12-19,P010,U02,GMS,208,643.58,446.74
2024-12-19,P009,U07,RHF,216,986.58,684.95
2024-12-19,P007,U02,Industrie,216,2698.15,1971.31
2024-12-19,P004,U03,GMS,226,1463.56,1062.69
2024-12-19,P010,U01,RHF,328,999.76,694.1
2024-12-19,P007,U02,Export,159,1896.14,1478.07
2024-12-19,P006,U04,GMS,64,336.16,275.66
2024-12-19,P011,U01,GMS,93,225.47,158.13
2024-12-19,P002,U01,Industrie,269,1099.54,824.37
2024-12-19,P002,U04,RHF,166,668.79,499.87
2024-12-19,P008,U07,RHF,197,740.94,474.49
2024-12-19,P011,U01,GMS,200,469.4,334.78
2024-12-19,P012,U07,Industrie,124,597.6,410.09
2024-12-19,P010,U07,RHF,140,438.95,290.26
2024-12-19,P005,U03,GMS,175,906.45,638.06
2024-12-19,P011,U04,GMS,186,435.82,311.39
2024-12-19,P006,U03,RHF,135,772.08,549.71
2024-12-19,P008,U02,GMS,180,622.43,431.3
2024-12-19,P005,U08,GMS,170,822.48,596.28
2024-12-19,P005,U01,GMS,184,991.78,658.39
2024-12-19,P012,U01,GMS,118,546.23,411.27
2024-12-19,P006,U03,RHF,193,1085.18,826.02
2024-12-19,P011,U05,GMS,153,357.49,271.12
2024-12-20,P002,U06,RHF,158,660.72,475.4
2024-12-20,P005,U05,RHF,157,817.79,552.93
2024-12-20,P006,U08,RHF,185,1046.59,783.18
2024-12-20,P009,U02,RHF,130,581.0,397.37
2024-12-20,P007,U01,GMS,138,1705.23,1283.1
2024-12-20,P006,U07,RHF,201,1176.93,806.72
2024-12-20,P007,U02,GMS,136,1654.88,1295.4
2024-12-20,P008,U07,GMS,226,832.13,536.89
2024-12-20,P001,U04,Export,174,1180.87,953.99
2024-12-20,P005,U01,GMS,121,609.72,437.31
2024-12-20,P012,U04,RHF,195,927.78,667.74
2024-12-20,P001,U03,Industrie,115,790.06,617.2
2024-12-20,P010,U06,GMS,149,438.59,319.55
2024-12-20,P009,U08,RHF,230,1022.54,674.15
2024-12-20,P012,U05,Export,196,944.48,682.42
2024-12-20,P009,U06,GMS,79,336.2,243.51
2024-12-20,P010,U03,Export,303,931.16,618.19
2024-12-20,P008,U05,Industrie,217,741.32,522.95
2024-12-20,P009,U01,GMS,233,956.52,729.37
2024-12-20,P009,U02,GMS,196,806.45,582.0
2024-12-20,P010,U07,GMS,119,337.63,263.34
2024-12-20,P008,U08,Industrie,270,913.97,654.06
2024-12-20,P010,U03,Export,188,590.97,402.04
2024-12-20,P009,U08,GMS,118,505.03,345.85
2024-12-20,P005,U05,GMS,99,518.81,365.45
2024-12-20,P009,U04,GMS,182,834.11,553.3
2024-12-20,P012,U02,GMS,78,360.81,270.08
2024-12-20,P006,U05,RHF,276,1615.2,1194.52
2024-12-20,P001,U08,GMS,72,458.81,371.67
2024-12-20,P011,U03,GMS,113,252.32,195.44
2024-12-20,P005,U06,Export,138,721.77,483.58
2024-12-20,P002,U06,RHF,155,623.38,482.37
2024-12-20,P006,U01,GMS,200,1068.08,831.57
2024-12-20,P006,U03,Export,271,1519.26,1173.68
2024-12-20,P004,U01,RHF,66,409.53,314.33
2024-12-20,P009,U05,GMS,168,770.98,522.98
2024-12-20,P005,U08,GMS,182,926.89,636.41
2024-12-20,P010,U02,Industrie,160,500.14,345.27
2024-12-20,P003,U01,GMS,84,634.95,479.13
2024-12-20,P004,U08,RHF,212,1376.59,1037.89
2024-12-20,P010,U07,GMS,177,506.21,372.76
2024-12-20,P001,U05,GMS,227,1473.75,1244.3
2024-12-20,P004,U06,GMS,154,991.05,703.49
2024-12-20,P001,U01,Export,153,1041.86,839.88
2024-12-20,P004,U04,GMS,184,1073.87,868.9
2024-12-20,P007,U07,GMS,216,2655.9,2059.1
2024-12-20,P003,U08,Export,188,1419.87,1069.23
2024-12-20,P008,U06,Industrie,193,728.28,490.05
2024-12-20,P007,U01,GMS,249,2927.48,2334.08
2024-12-20,P009,U06,Industrie,215,912.8,659.51
2024-12-20,P011,U07,GMS,245,595.59,408.59
2024-12-20,P008,U04,GMS,279,1011.84,668.34
2024-12-20,P007,U05,RHF,145,1768.02,1329.24
2024-12-20,P009,U07,GMS,130,594.14,386.6
2024-12-20,P005,U07,GMS,226,1218.71,860.89
2024-12-21,P005,U03,GMS,185,922.15,685.58
2024-12-21,P011,U04,Export,48,115.64,80.6
2024-12-21,P004,U05,GMS,143,907.02,692.7
2024-12-21,P003,U04,GMS,42,289.36,229.59
2024-12-21,P010,U04,Export,251,790.77,537.31
2024-12-21,P003,U06,Export,165,1245.58,970.75
2024-12-21,P008,U07,GMS,117,437.45,281.78
2024-12-21,P004,U02,RHF,181,1138.75,900.29
2024-12-21,P009,U08,RHF,180,819.88,541.06
2024-12-21,P006,U08,GMS,26,135.05,110.62
2024-12-21,P002,U05,Export,287,1154.22,915.14
2024-12-21,P009,U01,GMS,113,509.8,336.84
2024-12-21,P009,U05,RHF,133,596.08,400.41
2024-12-21,P002,U03,GMS,208,807.65,625.55
2024-12-21,P012,U08,GMS,182,813.28,623.49
2024-12-21,P010,U05,GMS,163,488.1,360.72
2024-12-21,P003,U02,GMS,187,1311.91,1061.96
2024-12-21,P006,U03,GMS,168,957.01,721.37
2024-12-21,P002,U03,GMS,228,916.63,727.79
2024-12-21,P009,U02,GMS,167,712.7,528.91
2024-12-21,P011,U03,GMS,228,545.02,376.13
2024-12-21,P008,U03,Export,225,836.31,556.73
2024-12-21,P012,U07,RHF,123,575.26,442.83
2024-12-21,P003,U06,Industrie,144,1046.35,803.55
2024-12-21,P009,U08,GMS,214,937.36,671.71
2024-12-21,P008,U03,RHF,99,373.64,244.94
2024-12-21,P005,U01,RHF,147,772.78,520.84
2024-12-21,P003,U07,GMS,286,2013.05,1573.29
2024-12-21,P004,U06,GMS,212,1372.94,1002.67
2024-12-21,P011,U06,GMS,135,336.54,228.05
2024-12-21,P001,U02,GMS,136,906.51,743.45
2024-12-21,P004,U01,GMS,221,1410.11,1089.02
2024-12-21,P006,U04,GMS,249,1424.69,1003.12
2024-12-21,P008,U03,GMS,177,597.16,412.21
2024-12-21,P003,U08,RHF,130,984.09,707.69
2024-12-21,P012,U06,RHF,213,1038.22,747.34
2024-12-22,P012,U06,GMS,220,1070.86,755.96
2024-12-22,P012,U01,GMS,166,742.09,597.87
2024-12-22,P003,U07,RHF,84,628.02,470.41
2024-12-22,P011,U03,GMS,132,314.35,233.85
2024-12-22,P007,U05,GMS,244,2978.15,2307.56
2024-12-22,P006,U01,GMS,188,1076.88,759.45
2024-12-22,P004,U03,GMS,162,933.33,802.13
2024-12-22,P009,U07,RHF,86,394.33,262.33
2024-12-22,P012,U05,Export,190,928.03,668.46
2024-12-22,P003,U04,GMS,138,974.52,759.39
2024-12-22,P005,U04,GMS,138,678.12,508.44
2024-12-22,P010,U02,Export,137,433.86,302.06
2024-12-22,P010,U02,GMS,249,779.71,508.64
2024-12-22,P005,U06,RHF,182,945.69,652.23
2024-12-22,P012,U07,Export,305,1430.66,1028.91
2024-12-22,P009,U02,GMS,156,700.34,455.03
2024-12-22,P003,U04,GMS,173,1222.19,964.06
2024-12-22,P005,U04,RHF,181,955.34,657.03
2024-12-22,P003,U04,GMS,150,1106.11,890.0
2024-12-22,P004,U03,GMS,177,1022.22,869.86
2024-12-22,P002,U06,GMS,165,612.99,516.39
2024-12-22,P003,U01,Export,309,2363.63,1790.65
2024-12-22,P010,U03,GMS,242,683.91,524.77
2024-12-22,P001,U05,GMS,128,788.56,672.12
2024-12-22,P002,U06,GMS,156,597.12,499.2
2024-12-22,P011,U07,Industrie,128,286.18,214.59
2024-12-22,P012,U07,GMS,63,292.18,223.66
2024-12-22,P010,U08,RHF,197,604.17,413.45
2024-12-22,P007,U04,Export,128,1574.7,1243.46
2024-12-22,P011,U07,GMS,209,514.95,366.51
2024-12-22,P002,U01,GMS,167,637.43,512.83
2024-12-22,P001,U06,Industrie,219,1460.37,1201.94
2024-12-22,P012,U06,GMS,259,1123.35,915.77
2024-12-22,P003,U07,GMS,166,1189.5,914.72
2024-12-22,P004,U08,GMS,175,1058.64,857.26
2024-12-22,P011,U04,GMS,107,263.28,188.07
2024-12-22,P010,U01,GMS,253,755.26,538.92
2024-12-22,P006,U02,RHF,279,1611.35,1202.6
2024-12-22,P010,U01,Industrie,310,949.68,683.29
2024-12-23,P006,U05,Export,259,1457.48,1097.33
2024-12-23,P011,U02,Industrie,224,518.85,395.1
2024-12-23,P006,U02,GMS,252,1456.15,1085.58
2024-12-23,P011,U05,GMS,117,277.57,201.38
2024-12-23,P006,U03,GMS,185,1023.19,802.83
2024-12-23,P003,U07,Export,207,1568.38,1224.58
2024-12-23,P002,U08,GMS,206,814.6,648.9
2024-12-23,P006,U01,GMS,155,831.58,629.69
2024-12-23,P001,U03,GMS,206,1411.93,1099.34
2024-12-23,P007,U01,Export,246,2962.6,2333.37
2024-12-23,P003,U07,RHF,197,1525.34,1122.71
2024-12-23,P004,U07,GMS,276,1649.71,1275.54
2024-12-23,P009,U02,Export,179,815.9,550.52
2024-12-23,P007,U02,RHF,362,4323.91,3290.17
2024-12-23,P006,U07,GMS,140,769.76,601.0
2024-12-23,P009,U05,RHF,266,1220.23,807.87
2024-12-23,P009,U05,RHF,110,505.66,342.73
2024-12-23,P012,U05,RHF,221,1055.86,728.92
2024-12-23,P005,U04,GMS,186,914.86,697.08
2024-12-23,P011,U04,Export,242,581.49,408.1
2024-12-23,P007,U08,GMS,243,2826.7,2292.74
2024-12-23,P011,U05,GMS,49,113.74,83.55
2024-12-23,P008,U03,GMS,161,573.49,380.67
2024-12-23,P002,U01,RHF,68,282.71,205.45
2024-12-23,P010,U05,GMS,252,711.91,524.96
2024-12-23,P002,U08,GMS,298,1115.06,945.46
2024-12-23,P002,U07,GMS,219,834.36,668.95
2024-12-23,P012,U01,Export,197,931.51,650.5
2024-12-23,P012,U04,Export,199,960.22,695.81
2024-12-23,P007,U03,GMS,131,1543.18,1243.05
2024-12-23,P008,U04,GMS,152,514.56,356.97
2024-12-23,P002,U08,GMS,163,627.53,497.67
2024-12-23,P005,U05,RHF,284,1500.55,998.66
2024-12-23,P009,U03,GMS,281,1222.11,877.81
2024-12-23,P012,U03,Export,210,1010.24,712.84
2024-12-23,P006,U04,Export,260,1522.42,1049.07
2024-12-23,P010,U05,GMS,238,741.38,506.51
2024-12-23,P005,U05,GMS,264,1279.78,972.5
2024-12-23,P002,U03,RHF,145,593.28,444.97
2024-12-23,P010,U07,Export,18,55.19,37.9
2024-12-23,P004,U06,GMS,252,1610.75,1249.84
2024-12-23,P004,U07,Export,292,1874.14,1391.83
2024-12-23,P002,U07,GMS,158,619.05,476.49
2024-12-23,P003,U06,RHF,99,763.81,576.38
2024-12-23,P008,U04,RHF,142,523.22,331.74
2024-12-23,P009,U01,Export,260,1189.17,793.96
2024-12-23,P010,U08,Export,166,521.33,357.75
2024-12-23,P004,U05,GMS,187,1111.87,909.76
2024-12-23,P012,U03,GMS,176,842.03,617.68
2024-12-23,P001,U06,GMS,214,1468.04,1145.17
2024-12-23,P010,U05,GMS,247,696.85,524.56
2024-12-23,P006,U08,RHF,234,1372.2,999.59
2024-12-24,P010,U05,GMS,112,338.18,242.53
2024-12-24,P006,U07,GMS,200,1091.63,849.83
2024-12-24,P001,U03,Export,225,1504.81,1168.33
2024-12-24,P004,U08,Industrie,222,1374.01,1068.18
2024-12-24,P003,U01,GMS,156,1207.64,866.5
2024-12-24,P007,U02,Export,190,2338.02,1823.79
2024-12-24,P004,U05,GMS,194,1137.3,922.8
2024-12-24,P007,U03,GMS,141,1659.1,1348.78
2024-12-24,P009,U02,GMS,194,815.48,578.53
2024-12-24,P004,U07,GMS,121,778.81,597.75
2024-12-24,P001,U01,RHF,297,2046.64,1581.46
2024-12-24,P003,U08,GMS,151,1098.97,883.13
2024-12-24,P006,U03,GMS,145,759.48,626.95
2024-12-24,P001,U02,GMS,245,1506.27,1284.07
2024-12-24,P010,U03,GMS,75,225.52,160.77
2024-12-24,P003,U08,GMS,55,379.28,325.31
2024-12-24,P004,U05,Export,199,1232.63,962.81
2024-12-24,P005,U06,Industrie,270,1434.6,984.94
2024-12-24,P002,U07,RHF,109,450.22,350.06
2024-12-24,P004,U07,GMS,112,682.68,552.59
2024-12-24,P005,U05,RHF,183,980.86,651.36
2024-12-24,P005,U07,Industrie,188,905.09,665.35
2024-12-24,P004,U04,GMS,194,1128.68,899.05
2024-12-24,P012,U06,Industrie,157,682.85,544.21
2024-12-24,P008,U06,Export,145,524.45,366.33
2024-12-24,P009,U05,RHF,191,873.47,571.45
2024-12-24,P009,U07,GMS,181,815.15,575.37
2024-12-24,P011,U05,RHF,284,693.54,489.32
2024-12-24,P011,U07,GMS,83,194.41,143.39
2024-12-24,P009,U02,GMS,98,399.37,306.36
2024-12-24,P011,U03,GMS,172,418.79,286.72
2024-12-24,P003,U01,GMS,175,1332.87,973.16
2024-12-24,P004,U06,RHF,316,2033.51,1533.81
2024-12-24,P007,U02,RHF,174,2124.52,1621.64
2024-12-24,P008,U04,GMS,143,495.81,349.81
2024-12-24,P009,U05,GMS,187,845.12,583.99
2024-12-24,P006,U03,Industrie,162,849.09,659.81
2024-12-24,P003,U06,Export,57,443.18,319.66
2024-12-24,P011,U05,GMS,114,272.06,188.56
2024-12-24,P007,U01,GMS,64,712.43,582.9
2024-12-24,P005,U01,GMS,210,1077.88,740.04
2024-12-24,P001,U02,Export,197,1316.27,1049.3
2024-12-24,P011,U02,GMS,288,712.96,513.94
2024-12-24,P003,U05,RHF,183,1412.64,1008.73
2024-12-24,P006,U07,GMS,252,1474.39,1041.76
2024-12-24,P006,U03,Industrie,126,672.25,518.49
2024-12-24,P011,U05,RHF,227,543.38,385.36
2024-12-24,P003,U03,Export,232,1790.59,1292.73
2024-12-24,P001,U01,GMS,240,1611.7,1337.67
2024-12-24,P004,U02,GMS,102,615.33,473.06
2024-12-24,P009,U03,Industrie,289,1171.41,874.09
2024-12-24,P011,U07,GMS,192,458.29,345.04
2024-12-24,P011,U02,Industrie,259,581.64,428.35
2024-12-24,P006,U08,Export,246,1400.48,1048.42
2024-12-24,P004,U03,GMS,116,726.82,533.92
2024-12-24,P009,U05,GMS,151,646.36,479.85
2024-12-24,P007,U03,RHF,55,685.3,492.31
2024-12-24,P005,U03,Export,109,572.36,392.2
2024-12-25,P004,U03,GMS,164,1019.81,783.91
2024-12-25,P005,U02,GMS,163,811.92,610.87
2024-12-25,P004,U07,GMS,178,1100.67,882.6
2024-12-25,P009,U06,GMS,191,842.86,562.76
2024-12-25,P006,U07,GMS,235,1318.4,1001.05
2024-12-25,P001,U05,Export,115,790.75,642.78
2024-12-25,P006,U08,GMS,197,1141.51,787.01
2024-12-25,P012,U07,GMS,262,1158.72,933.95
2024-12-25,P003,U06,GMS,205,1486.51,1197.04
2024-12-25,P004,U08,RHF,146,902.51,674.87
2024-12-25,P002,U01,Export,207,840.24,677.71
2024-12-25,P003,U02,GMS,221,1660.78,1207.06
2024-12-25,P004,U05,GMS,179,1153.75,889.13
2024-12-25,P003,U07,GMS,284,2087.82,1628.17
2024-12-25,P011,U02,RHF,196,474.4,335.78
2024-12-25,P008,U08,GMS,150,538.0,366.37
2024-12-25,P008,U06,GMS,234,840.54,546.24
2024-12-25,P012,U08,GMS,218,957.71,734.48
2024-12-25,P009,U07,GMS,155,698.46,477.25
2024-12-25,P005,U05,GMS,195,985.97,686.55
2024-12-25,P011,U02,RHF,24,57.44,40.3
2024-12-25,P011,U04,GMS,29,66.3,50.1
2024-12-25,P003,U06,GMS,205,1502.37,1194.95
2024-12-25,P004,U06,GMS,159,967.53,767.77
2024-12-25,P008,U03,Industrie,64,225.63,157.31
2024-12-25,P007,U02,Industrie,201,2445.12,1956.98
2024-12-25,P006,U04,GMS,176,1024.38,705.1
2024-12-25,P011,U03,Export,217,532.0,382.8
2024-12-25,P004,U04,Industrie,225,1461.2,1061.99
2024-12-25,P007,U05,RHF,220,2736.35,2065.84
2024-12-25,P008,U01,GMS,220,760.07,535.74
2024-12-25,P005,U03,GMS,184,884.98,656.56
2024-12-25,P010,U06,GMS,199,575.59,427.13
2024-12-25,P010,U08,RHF,120,376.29,246.5
2024-12-25,P002,U01,Industrie,242,939.3,731.96
2024-12-25,P004,U02,Export,54,341.14,254.32
2024-12-25,P012,U05,RHF,249,1162.47,838.3
2024-12-25,P002,U04,Export,90,372.8,273.66
2024-12-25,P005,U07,GMS,218,1039.98,799.87
2024-12-25,P003,U03,Industrie,154,1143.8,892.97
2024-12-25,P008,U02,GMS,182,681.35,433.92
2024-12-25,P009,U08,GMS,216,910.2,656.24
2024-12-25,P010,U01,GMS,251,753.06,531.46
2024-12-25,P011,U04,RHF,273,661.03,473.97
2024-12-25,P003,U02,RHF,184,1426.15,1084.85
2024-12-25,P009,U08,GMS,227,989.29,720.63
2024-12-25,P007,U03,GMS,144,1652.81,1299.47
2024-12-25,P003,U08,Industrie,142,1027.58,816.33
2024-12-25,P009,U08,GMS,215,923.33,657.27
2024-12-25,P006,U06,Export,97,570.74,402.92
2024-12-26,P003,U03,GMS,131,1007.86,732.5
2024-12-26,P008,U02,Export,198,747.31,491.92
2024-12-26,P008,U04,GMS,159,567.75,392.4
2024-12-26,P012,U06,GMS,112,494.45,387.17
2024-12-26,P006,U04,GMS,199,1108.87,827.15
2024-12-26,P006,U02,Export,133,750.79,549.74
2024-12-26,P010,U05,GMS,155,437.29,323.73
2024-12-26,P002,U02,RHF,168,700.71,542.75
2024-12-26,P012,U03,GMS,275,1325.28,955.04
2024-12-26,P002,U08,GMS,125,483.75,384.95
2024-12-26,P004,U03,GMS,222,1402.95,1087.15
2024-12-26,P002,U03,RHF,270,1090.4,857.89
2024-12-26,P005,U03,GMS,164,809.83,594.9
2024-12-26,P003,U03,Industrie,118,823.62,661.85
2024-12-26,P010,U06,GMS,300,874.25,618.54
2024-12-26,P012,U08,RHF,247,1179.8,881.19
2024-12-26,P006,U01,GMS,129,702.51,554.83
2024-12-26,P007,U08,GMS,347,3865.42,3175.47
2024-12-26,P001,U06,RHF,229,1566.59,1198.06
2024-12-26,P012,U03,Industrie,254,1171.29,844.49
2024-12-26,P006,U04,Export,230,1312.05,984.54
2024-12-26,P011,U02,RHF,83,206.38,141.27
2024-12-26,P011,U02,Export,219,538.45,376.05
2024-12-26,P008,U08,GMS,179,609.09,432.07
2024-12-26,P005,U01,GMS,249,1190.53,892.58
2024-12-26,P001,U05,GMS,267,1671.38,1378.24
2024-12-26,P001,U08,RHF,211,1453.43,1110.32
2024-12-26,P007,U02,GMS,215,2487.75,2008.72
2024-12-26,P003,U03,GMS,147,1128.72,870.89
2024-12-26,P006,U02,GMS,191,1027.18,778.29
2024-12-26,P012,U05,GMS,129,559.68,439.47
2024-12-26,P005,U06,GMS,193,930.88,734.27
2024-12-26,P008,U01,Export,172,628.18,403.82
2024-12-26,P011,U05,GMS,159,381.55,284.51
2024-12-26,P012,U01,GMS,147,683.62,519.31
2024-12-26,P001,U04,GMS,117,732.99,640.01
2024-12-26,P008,U05,Export,222,831.59,559.89
2024-12-26,P006,U06,Industrie,129,760.8,541.28
2024-12-26,P012,U01,RHF,255,1206.92,877.78
2024-12-26,P001,U08,Export,161,1091.03,831.6
2024-12-26,P002,U04,GMS,179,684.03,543.9
2024-12-26,P006,U07,Export,208,1181.24,873.12
2024-12-26,P007,U06,RHF,152,1863.19,1370.38
2024-12-26,P003,U02,GMS,193,1420.58,1110.56
2024-12-26,P002,U04,GMS,201,818.11,654.57
2024-12-26,P002,U06,Export,262,1046.36,798.41
2024-12-26,P008,U04,Industrie,201,721.83,494.8
2024-12-26,P009,U02,Industrie,112,460.36,351.48
2024-12-26,P002,U07,GMS,152,607.89,498.28
2024-12-26,P007,U04,RHF,230,2836.76,2101.98
2024-12-27,P011,U08,RHF,158,391.29,267.34
2024-12-27,P007,U02,GMS,68,849.12,651.86
2024-12-27,P003,U06,Export,153,1146.61,854.14
2024-12-27,P011,U06,RHF,49,121.26,87.18
2024-12-27,P010,U01,GMS,122,380.23,265.2
2024-12-27,P003,U03,GMS,214,1610.23,1190.68
2024-12-27,P001,U04,GMS,169,1154.62,909.99
2024-12-27,P012,U06,GMS,248,1170.3,869.72
2024-12-27,P005,U08,RHF,119,630.88,435.41
2024-12-27,P003,U08,Export,104,803.07,613.4
2024-12-27,P005,U05,GMS,141,701.55,523.36
2024-12-27,P002,U02,GMS,193,734.91,626.3
2024-12-27,P012,U01,GMS,185,848.73,665.55
2024-12-27,P007,U01,GMS,195,2221.04,1895.73
2024-12-27,P009,U06,GMS,229,929.83,679.57
2024-12-27,P007,U02,Export,136,1695.86,1280.44
2024-12-27,P002,U04,GMS,102,377.41,309.85
2024-12-27,P006,U05,Export,179,1004.68,733.58
2024-12-27,P001,U07,GMS,256,1648.79,1433.91
2024-12-27,P012,U08,Industrie,102,497.67,362.62
2024-12-27,P003,U03,GMS,203,1427.42,1120.2
2024-12-27,P005,U07,Export,104,536.32,364.42
2024-12-27,P012,U01,GMS,168,748.01,599.96
2024-12-27,P006,U04,GMS,260,1497.5,1112.85
2024-12-27,P012,U04,GMS,189,838.32,640.02
2024-12-27,P002,U04,GMS,264,1094.13,837.36
2024-12-27,P004,U06,Export,142,893.01,680.01
2024-12-27,P011,U06,Industrie,200,483.38,351.91
2024-12-27,P004,U05,Export,88,564.37,404.09
2024-12-27,P002,U04,GMS,231,856.55,733.66
2024-12-27,P011,U05,GMS,219,522.05,383.62
2024-12-27,P007,U07,GMS,208,2326.72,1880.42
2024-12-27,P002,U03,Export,234,956.95,709.81
2024-12-27,P001,U03,RHF,162,1094.45,863.06
2024-12-27,P010,U05,RHF,185,589.83,409.31
2024-12-27,P005,U05,GMS,222,1076.57,796.79
2024-12-27,P001,U03,RHF,196,1304.88,1065.59
2024-12-27,P006,U06,Export,105,599.88,425.87
2024-12-27,P004,U08,Export,40,257.13,191.76
2024-12-27,P003,U07,RHF,250,1945.64,1481.29
2024-12-27,P003,U02,Export,297,2249.69,1751.11
2024-12-27,P004,U03,GMS,221,1419.3,1007.84
2024-12-28,P003,U08,RHF,201,1490.56,1101.78
2024-12-28,P008,U05,GMS,280,980.57,676.98
2024-12-28,P009,U01,GMS,195,789.52,577.31
2024-12-28,P001,U07,Export,262,1769.5,1360.28
2024-12-28,P006,U06,RHF,205,1177.7,887.65
2024-12-28,P003,U04,Export,193,1478.05,1107.65
2024-12-28,P011,U05,Export,132,325.48,235.36
2024-12-28,P008,U07,Export,164,593.29,412.24
2024-12-28,P011,U01,Industrie,112,251.38,191.0
2024-12-28,P008,U04,GMS,309,1091.5,736.42
2024-12-28,P009,U03,GMS,137,593.19,410.3
2024-12-28,P012,U07,RHF,101,493.1,344.27
2024-12-28,P012,U05,RHF,104,507.63,348.68
2024-12-28,P002,U07,RHF,163,653.23,534.32
2024-12-28,P003,U06,GMS,58,408.75,321.87
2024-12-28,P008,U05,RHF,141,515.85,335.05
2024-12-28,P002,U05,GMS,206,855.42,643.31
2024-12-28,P011,U02,RHF,193,464.59,331.31
2024-12-28,P008,U08,RHF,239,864.9,592.92
2024-12-28,P011,U05,GMS,199,497.03,339.28
2024-12-28,P012,U07,RHF,200,940.28,678.08
2024-12-28,P010,U07,GMS,245,710.1,528.55
2024-12-28,P008,U04,Industrie,154,549.96,382.68
2024-12-28,P010,U02,GMS,194,558.65,416.37
2024-12-28,P003,U01,GMS,256,1772.61,1446.29
2024-12-28,P005,U05,RHF,141,729.9,524.65
2024-12-28,P003,U03,GMS,317,2209.5,1832.3
2024-12-28,P008,U06,GMS,207,773.4,511.21
2024-12-28,P010,U03,Industrie,182,549.05,388.7
2024-12-28,P002,U04,RHF,68,281.52,223.43
2024-12-28,P010,U08,GMS,187,558.32,404.15
2024-12-28,P005,U05,GMS,180,955.91,659.86
2024-12-28,P009,U08,GMS,205,882.81,602.07
2024-12-28,P006,U05,GMS,172,948.07,696.49
2024-12-28,P009,U03,GMS,177,756.21,520.83
2024-12-28,P001,U08,GMS,252,1667.01,1357.43
2024-12-28,P010,U06,RHF,164,507.6,347.47
2024-12-28,P001,U07,RHF,201,1325.58,1073.44
2024-12-28,P004,U01,GMS,124,750.24,602.21
2024-12-28,P004,U04,GMS,240,1415.91,1174.02
2024-12-28,P003,U08,GMS,182,1302.99,1023.4
2024-12-28,P004,U02,GMS,179,1046.12,816.4
2024-12-28,P011,U01,RHF,206,490.39,348.54
2024-12-28,P009,U02,RHF,173,779.2,536.44
2024-12-28,P006,U03,GMS,183,1002.47,769.35
2024-12-28,P001,U02,Industrie,180,1111.92,982.03
2024-12-28,P007,U01,Export,207,2581.49,1950.94
2024-12-28,P009,U08,GMS,170,767.76,512.83
2024-12-28,P006,U04,Export,190,1084.66,792.87
2024-12-28,P001,U01,RHF,170,1154.58,884.7
2024-12-29,P006,U03,GMS,220,1239.39,897.79
2024-12-29,P006,U01,GMS,101,530.63,417.29
2024-12-29,P011,U05,GMS,176,408.65,312.8
2024-12-29,P011,U02,GMS,165,370.52,285.94
2024-12-29,P003,U05,RHF,106,803.01,612.76
2024-12-29,P002,U06,GMS,165,618.73,537.91
2024-12-29,P006,U05,GMS,164,967.35,679.24
2024-12-29,P005,U08,Industrie,206,1094.14,737.28
2024-12-29,P001,U04,GMS,77,491.94,424.0
2024-12-29,P006,U08,Export,217,1262.65,879.92
2024-12-29,P011,U06,GMS,186,453.53,310.05
2024-12-29,P010,U07,RHF,341,1073.25,720.54
2024-12-29,P008,U08,RHF,189,685.31,441.95
2024-12-29,P001,U02,Industrie,233,1501.06,1238.81
2024-12-29,P009,U05,Industrie,203,924.58,596.21
2024-12-29,P004,U03,RHF,178,1104.91,869.99
2024-12-29,P001,U07,GMS,218,1474.08,1217.56
2024-12-29,P003,U03,RHF,144,1093.12,806.43
2024-12-29,P003,U06,GMS,202,1515.85,1159.74
2024-12-29,P011,U08,GMS,178,396.22,310.34
2024-12-29,P006,U07,RHF,173,996.72,745.2
